state, city, station,fromDate, AT, BP, PM10, PM2.5, RH, SR,  Toluene, WD, WS, CO, Benzene, NH3, NO, NO2, NOx, Ozone, SO2
Delhi,Delhi,site_301,01-Jun-2020 - 00:00,28.8,973.8,54.0,38.0,80.78,None,64.6,248.0,0.3,0.5,3.8,20.8,3.68,12.68,9.72,78.0,21.73
Delhi,Delhi,site_301,01-Jun-2020 - 01:00,28.6,973.8,48.75,31.25,81.75,None,11.45,142.25,0.3,0.5,2.38,20.48,4.03,21.78,14.88,49.18,13.88
Delhi,Delhi,site_301,01-Jun-2020 - 02:00,28.38,973.88,57.5,31.25,83.38,None,6.45,210.0,0.3,0.38,3.55,20.75,3.92,13.12,10.18,54.92,12.57
Delhi,Delhi,site_301,01-Jun-2020 - 03:00,28.02,973.9,72.5,37.5,85.23,None,3.62,132.5,0.3,None,2.35,20.98,4.05,12.48,9.97,54.0,12.78
Delhi,Delhi,site_301,01-Jun-2020 - 04:00,27.8,974.0,62.0,38.0,86.5,None,48.23,126.0,0.3,1.02,3.2,21.33,3.73,13.2,10.05,182.6,16.57
Delhi,Delhi,site_301,01-Jun-2020 - 05:00,27.93,974.0,67.5,42.5,86.55,None,40.27,71.25,0.3,2.05,2.6,21.07,4.05,13.15,10.32,133.32,19.88
Delhi,Delhi,site_301,01-Jun-2020 - 06:00,29.45,973.72,57.5,37.0,79.42,None,8.2,182.25,0.3,0.8,2.48,20.67,4.45,15.52,11.85,44.5,20.9
Delhi,Delhi,site_301,01-Jun-2020 - 07:00,31.05,973.48,63.75,37.75,72.3,None,5.22,251.25,0.3,1.07,3.1,22.12,5.0,15.05,12.07,140.6,23.32
Delhi,Delhi,site_301,01-Jun-2020 - 08:00,33.23,973.32,77.0,47.0,63.05,None,10.7,124.25,0.45,3.15,3.03,21.45,5.25,14.8,12.17,100.5,37.82
Delhi,Delhi,site_301,01-Jun-2020 - 09:00,34.95,973.3,80.0,42.25,57.08,None,17.62,158.75,0.43,5.78,2.58,21.6,4.88,17.52,13.3,96.9,21.85
Delhi,Delhi,site_301,01-Jun-2020 - 10:00,35.95,973.3,96.5,48.5,53.77,None,46.0,112.25,0.88,0.6,4.47,21.8,4.53,21.92,15.38,133.97,14.65
Delhi,Delhi,site_301,01-Jun-2020 - 11:00,37.5,973.25,93.5,57.25,50.78,None,36.72,192.75,0.5,1.23,2.2,21.38,4.25,23.93,16.2,None,17.02
Delhi,Delhi,site_301,01-Jun-2020 - 12:00,37.88,973.22,99.75,59.5,48.77,None,32.15,167.75,0.72,0.82,2.15,21.12,4.27,22.57,15.53,None,16.32
Delhi,Delhi,site_301,01-Jun-2020 - 13:00,39.28,972.73,99.75,54.25,44.17,None,28.88,181.0,0.62,0.42,1.8,20.58,3.95,22.05,14.95,187.9,14.32
Delhi,Delhi,site_301,01-Jun-2020 - 14:00,38.3,971.8,86.5,53.0,46.75,None,19.82,113.0,1.15,0.85,1.3,20.55,3.7,20.85,14.12,None,13.5
Delhi,Delhi,site_301,01-Jun-2020 - 15:00,37.9,971.82,92.75,55.25,47.65,None,18.93,134.25,0.95,1.12,1.12,20.98,3.83,16.27,11.8,182.88,14.32
Delhi,Delhi,site_301,01-Jun-2020 - 16:00,37.17,971.88,87.5,53.25,49.33,None,14.7,109.0,0.95,1.33,0.98,21.23,3.9,15.73,11.57,None,16.38
Delhi,Delhi,site_301,01-Jun-2020 - 17:00,35.95,971.9,81.5,53.75,51.83,None,17.9,187.0,0.38,1.0,0.75,20.85,3.98,13.18,10.3,194.95,15.97
Delhi,Delhi,site_301,01-Jun-2020 - 18:00,35.23,971.9,75.25,52.0,53.92,None,6.95,192.5,0.3,1.1,0.9,20.5,4.15,16.2,12.0,151.95,13.47
Delhi,Delhi,site_301,01-Jun-2020 - 19:00,34.23,971.8,71.0,49.75,58.1,None,3.08,172.75,0.3,1.03,0.78,21.0,4.08,18.98,13.43,122.88,12.97
Delhi,Delhi,site_301,01-Jun-2020 - 20:00,33.6,971.8,80.75,57.0,61.3,None,4.38,112.25,0.3,1.02,1.18,21.75,4.15,25.15,16.77,92.72,14.3
Delhi,Delhi,site_301,01-Jun-2020 - 21:00,33.22,972.42,109.0,77.25,63.98,None,71.08,45.25,0.3,1.05,2.75,22.8,4.15,35.27,22.12,62.3,17.05
Delhi,Delhi,site_301,01-Jun-2020 - 22:00,33.2,973.4,139.75,99.5,64.88,None,163.93,55.0,0.3,1.02,4.42,24.33,3.77,41.25,25.02,52.88,16.58
Delhi,Delhi,site_301,02-Jun-2020 - 00:00,32.62,973.48,131.0,94.5,69.3,None,100.4,54.25,0.3,1.7,10.62,24.77,4.9,42.3,26.52,87.95,40.9
Delhi,Delhi,site_301,02-Jun-2020 - 01:00,32.52,973.42,140.25,105.75,68.98,None,122.32,41.25,0.3,1.7,11.85,25.97,4.95,36.25,23.3,112.2,37.65
Delhi,Delhi,site_301,02-Jun-2020 - 02:00,32.42,973.42,143.25,103.5,68.25,None,317.9,37.75,0.3,1.38,None,24.62,5.0,32.85,21.53,42.95,26.0
Delhi,Delhi,site_301,02-Jun-2020 - 03:00,32.15,973.5,119.75,88.0,70.42,None,405.1,171.0,0.3,1.17,15.5,23.98,4.7,31.88,20.77,25.7,21.57
Delhi,Delhi,site_301,02-Jun-2020 - 04:00,32.17,973.48,111.75,80.0,70.92,None,140.35,120.75,0.35,1.35,12.0,24.62,4.88,31.68,20.82,21.9,17.5
Delhi,Delhi,site_301,02-Jun-2020 - 05:00,32.02,973.48,111.75,73.25,70.9,None,74.4,144.0,0.43,0.93,4.45,24.07,4.25,20.03,14.12,41.75,16.1
Delhi,Delhi,site_301,02-Jun-2020 - 06:00,31.7,973.5,101.5,73.25,70.97,None,34.15,254.75,1.65,0.93,3.73,24.62,4.7,17.95,13.38,39.78,16.4
Delhi,Delhi,site_301,02-Jun-2020 - 07:00,30.17,973.5,100.0,68.0,74.3,None,18.8,232.5,0.95,0.5,1.92,19.58,4.25,9.0,8.23,72.92,13.5
Delhi,Delhi,site_301,02-Jun-2020 - 08:00,32.05,973.32,46.0,29.75,62.65,None,12.18,218.0,0.4,0.6,1.05,18.55,4.2,13.47,10.57,75.62,13.57
Delhi,Delhi,site_301,02-Jun-2020 - 09:00,34.85,973.15,55.25,26.0,51.45,None,12.45,119.25,0.78,0.8,1.23,20.42,4.67,17.77,13.25,100.57,16.73
Delhi,Delhi,site_301,02-Jun-2020 - 10:00,37.58,973.1,82.0,34.25,44.93,None,64.78,121.25,0.85,0.65,6.5,23.52,4.8,22.25,15.75,116.3,15.47
Delhi,Delhi,site_301,02-Jun-2020 - 11:00,38.7,973.1,80.25,35.5,44.75,None,26.12,149.25,1.2,0.25,1.98,25.82,4.28,22.4,15.4,117.6,13.32
Delhi,Delhi,site_301,02-Jun-2020 - 12:00,39.9,973.25,83.5,48.25,42.77,None,9.55,185.5,0.82,0.65,1.05,25.75,4.17,22.23,15.22,140.38,13.05
Delhi,Delhi,site_301,02-Jun-2020 - 13:00,40.25,971.9,74.75,51.0,39.77,None,5.38,224.25,0.8,0.75,0.6,25.75,4.12,19.65,13.82,144.93,12.53
Delhi,Delhi,site_301,02-Jun-2020 - 14:00,40.65,971.7,56.5,41.0,39.12,None,3.23,251.75,0.92,1.25,0.0,25.8,4.0,19.2,13.47,163.07,12.28
Delhi,Delhi,site_301,02-Jun-2020 - 15:00,40.35,971.7,69.25,47.5,40.22,None,4.08,217.5,0.52,1.25,0.0,26.25,4.05,18.85,13.32,187.4,13.38
Delhi,Delhi,site_301,02-Jun-2020 - 16:00,39.25,971.73,76.0,49.0,43.1,None,4.55,256.25,0.47,1.23,0.0,26.6,3.83,14.78,11.03,185.4,13.83
Delhi,Delhi,site_301,02-Jun-2020 - 17:00,36.9,971.8,75.25,49.5,51.33,None,4.93,259.25,0.3,0.82,0.17,26.02,3.67,11.43,9.05,177.92,14.8
Delhi,Delhi,site_301,02-Jun-2020 - 18:00,36.08,971.8,71.5,50.5,54.17,None,4.67,239.75,0.3,0.9,0.0,24.88,4.12,13.2,10.4,165.1,14.92
Delhi,Delhi,site_301,02-Jun-2020 - 19:00,35.15,971.8,69.75,50.75,57.33,None,4.15,246.0,0.3,1.17,0.0,24.4,3.75,15.05,11.05,147.75,15.93
Delhi,Delhi,site_301,02-Jun-2020 - 20:00,34.52,971.8,81.0,59.0,59.85,None,3.65,259.5,0.3,1.57,0.82,25.35,3.97,14.45,10.93,125.1,17.5
Delhi,Delhi,site_301,02-Jun-2020 - 21:00,33.98,971.8,88.25,66.5,59.48,None,3.85,149.25,0.3,1.73,1.52,24.95,3.85,12.4,9.75,122.6,17.58
Delhi,Delhi,site_301,02-Jun-2020 - 22:00,33.6,971.8,91.25,68.5,59.8,None,17.67,73.75,0.3,1.8,2.8,25.73,3.77,20.9,14.2,92.35,19.38
Delhi,Delhi,site_301,03-Jun-2020 - 00:00,33.0,973.05,105.25,73.5,63.65,None,25.63,259.25,0.3,0.6,2.1,25.27,3.82,17.58,12.45,81.83,17.45
Delhi,Delhi,site_301,03-Jun-2020 - 01:00,32.7,973.4,94.25,66.5,66.45,None,11.93,270.5,0.3,0.7,2.23,25.5,4.2,17.92,12.95,81.28,18.75
Delhi,Delhi,site_301,03-Jun-2020 - 02:00,32.27,973.4,85.0,64.0,66.32,None,8.9,235.5,0.3,0.52,2.02,25.73,4.07,17.48,12.62,75.07,18.95
Delhi,Delhi,site_301,03-Jun-2020 - 03:00,31.95,973.42,108.0,78.5,67.83,None,14.52,259.25,0.3,0.78,2.75,25.77,4.2,17.8,12.92,63.67,18.95
Delhi,Delhi,site_301,03-Jun-2020 - 04:00,31.25,973.5,106.5,80.0,71.65,None,11.57,85.75,0.3,0.68,3.12,27.07,4.0,17.6,12.62,57.33,21.1
Delhi,Delhi,site_301,03-Jun-2020 - 05:00,30.98,973.6,116.25,91.25,73.55,None,78.65,86.5,0.3,0.93,5.55,27.27,4.88,29.3,19.55,None,63.07
Delhi,Delhi,site_301,03-Jun-2020 - 06:00,32.23,973.45,136.25,101.25,68.53,None,57.33,118.75,0.3,1.18,5.83,28.75,7.1,33.3,23.48,165.4,66.22
Delhi,Delhi,site_301,03-Jun-2020 - 07:00,34.6,973.32,145.75,108.5,57.85,None,57.83,72.0,0.57,0.93,4.62,27.98,6.07,25.9,18.73,71.2,40.52
Delhi,Delhi,site_301,03-Jun-2020 - 08:00,36.48,973.3,128.0,96.0,51.17,None,36.17,86.25,0.62,0.98,3.17,25.6,4.67,19.07,13.95,119.0,30.45
Delhi,Delhi,site_301,03-Jun-2020 - 09:00,37.3,973.3,105.25,79.75,49.47,None,20.32,95.5,0.8,0.97,2.83,25.15,4.8,24.43,16.9,132.1,22.65
Delhi,Delhi,site_301,03-Jun-2020 - 10:00,38.33,973.3,108.25,74.0,47.15,None,35.02,139.0,0.7,1.07,4.82,24.88,4.7,25.75,17.52,150.68,18.9
Delhi,Delhi,site_301,03-Jun-2020 - 11:00,39.8,971.85,103.0,68.25,43.0,None,36.4,206.0,0.4,1.15,3.67,24.8,4.22,23.52,15.98,177.6,17.75
Delhi,Delhi,site_301,03-Jun-2020 - 12:00,40.05,971.73,100.0,73.0,41.4,None,15.38,231.25,0.5,1.47,1.62,25.45,3.67,21.3,14.32,193.15,18.1
Delhi,Delhi,site_301,03-Jun-2020 - 13:00,40.55,971.7,117.0,83.75,40.42,None,9.05,256.25,0.6,1.15,1.57,25.45,3.85,21.8,14.75,None,18.5
Delhi,Delhi,site_301,03-Jun-2020 - 14:00,40.83,971.7,110.75,79.25,39.52,None,6.5,234.75,0.53,1.35,1.18,25.67,4.05,20.77,14.35,None,16.45
Delhi,Delhi,site_301,03-Jun-2020 - 15:00,39.9,971.73,102.0,76.5,41.32,None,5.78,197.75,0.4,1.27,0.95,25.67,3.65,16.1,11.57,None,16.68
Delhi,Delhi,site_301,03-Jun-2020 - 16:00,37.92,971.8,99.75,70.0,43.83,None,4.7,192.75,0.32,1.15,0.8,25.25,3.67,10.03,8.35,197.95,17.68
Delhi,Delhi,site_301,03-Jun-2020 - 17:00,36.95,971.8,89.5,58.25,45.68,None,11.38,103.75,1.02,1.2,0.85,24.48,4.12,18.73,13.32,189.73,15.6
Delhi,Delhi,site_301,03-Jun-2020 - 18:00,36.7,971.8,105.75,67.5,46.8,None,14.75,223.25,0.32,0.9,2.05,24.4,4.2,25.92,17.23,163.97,15.25
Delhi,Delhi,site_301,03-Jun-2020 - 19:00,35.48,971.8,99.25,65.0,50.75,None,15.02,213.5,0.3,0.95,1.93,24.52,3.85,31.45,19.85,145.62,15.12
Delhi,Delhi,site_301,03-Jun-2020 - 20:00,34.67,971.8,84.5,66.25,54.3,None,17.07,243.5,0.3,1.0,2.45,23.67,4.22,53.05,31.65,78.88,14.7
Delhi,Delhi,site_301,03-Jun-2020 - 21:00,34.12,971.8,92.5,76.75,55.8,None,22.8,216.5,0.3,1.18,3.75,24.02,3.97,49.62,29.62,69.53,15.57
Delhi,Delhi,site_301,03-Jun-2020 - 22:00,33.33,972.3,99.0,73.0,59.48,None,51.1,90.75,0.3,1.52,5.67,22.88,6.03,69.53,41.9,16.8,15.4
Delhi,Delhi,site_301,04-Jun-2020 - 00:00,33.1,973.3,123.5,82.25,62.25,None,61.25,155.5,0.3,1.55,6.3,22.0,30.05,62.0,57.45,6.05,13.95
Delhi,Delhi,site_301,04-Jun-2020 - 01:00,33.02,973.32,119.0,87.0,63.35,None,101.45,52.75,0.3,1.85,9.4,24.07,27.85,68.33,59.02,8.7,28.8
Delhi,Delhi,site_301,04-Jun-2020 - 02:00,33.0,973.38,137.25,106.0,63.97,None,496.4,76.0,0.3,1.8,None,25.27,19.9,59.98,48.12,65.8,43.75
Delhi,Delhi,site_301,04-Jun-2020 - 03:00,32.85,973.32,165.0,127.25,63.38,None,210.5,63.75,0.3,1.7,11.5,26.45,5.3,39.2,25.15,91.83,37.5
Delhi,Delhi,site_301,04-Jun-2020 - 04:00,32.4,973.4,168.25,130.25,66.03,None,108.38,65.75,0.3,1.48,9.88,28.25,5.22,37.8,24.38,119.65,84.17
Delhi,Delhi,site_301,04-Jun-2020 - 05:00,32.4,973.4,206.25,155.5,67.1,None,54.97,65.0,0.3,1.73,8.3,34.0,5.6,35.73,23.58,18.02,34.58
Delhi,Delhi,site_301,04-Jun-2020 - 06:00,33.12,973.4,265.0,196.75,65.67,None,34.67,60.5,0.3,1.45,9.93,64.62,14.62,64.25,46.1,15.32,32.25
Delhi,Delhi,site_301,04-Jun-2020 - 07:00,34.67,973.3,202.5,162.75,58.83,None,38.58,84.5,0.32,1.4,6.85,67.08,13.35,64.55,45.22,71.08,35.2
Delhi,Delhi,site_301,04-Jun-2020 - 08:00,34.9,973.3,227.25,174.25,56.32,None,60.93,67.5,1.05,1.42,6.62,63.38,13.35,61.45,43.6,61.38,41.9
Delhi,Delhi,site_301,04-Jun-2020 - 09:00,35.55,973.3,153.75,122.5,54.38,None,74.15,77.75,0.68,1.75,7.95,64.32,13.28,56.6,40.95,71.75,28.43
Delhi,Delhi,site_301,04-Jun-2020 - 10:00,36.83,973.3,129.75,98.75,51.2,None,87.78,77.5,1.08,1.47,8.62,67.15,12.4,51.43,37.45,90.75,16.7
Delhi,Delhi,site_301,04-Jun-2020 - 11:00,37.72,973.3,126.75,92.25,48.73,None,29.05,77.5,1.23,1.33,3.55,68.53,9.7,39.45,28.92,117.72,13.3
Delhi,Delhi,site_301,04-Jun-2020 - 12:00,37.9,973.3,108.0,81.5,47.25,None,21.23,83.25,1.85,1.7,2.95,68.3,9.5,38.3,28.15,125.75,11.6
Delhi,Delhi,site_301,04-Jun-2020 - 13:00,37.15,973.3,96.25,74.5,48.77,None,38.15,64.5,1.4,1.5,3.75,70.12,10.8,36.45,28.18,129.15,14.05
Delhi,Delhi,site_301,04-Jun-2020 - 14:00,36.6,973.2,89.5,73.5,50.9,None,49.5,72.5,1.25,1.52,5.15,69.12,10.4,44.42,32.08,128.85,16.52
Delhi,Delhi,site_301,04-Jun-2020 - 15:00,35.98,973.1,94.25,66.75,51.9,None,17.88,75.25,1.4,1.45,2.3,68.6,8.8,43.47,30.28,139.12,14.88
Delhi,Delhi,site_301,04-Jun-2020 - 16:00,35.4,973.1,99.75,72.25,53.9,None,10.23,93.0,1.82,1.0,2.3,69.9,9.05,40.25,28.8,134.78,13.62
Delhi,Delhi,site_301,04-Jun-2020 - 17:00,34.2,973.1,105.0,75.5,55.83,None,9.15,198.25,1.38,1.12,2.92,67.5,8.18,34.05,24.8,110.58,11.5
Delhi,Delhi,site_301,04-Jun-2020 - 18:00,33.22,973.15,76.0,55.0,57.28,None,12.85,195.75,1.25,1.5,2.4,63.17,7.4,48.45,31.8,101.83,10.07
Delhi,Delhi,site_301,04-Jun-2020 - 19:00,33.05,973.3,72.75,53.0,59.42,None,13.75,220.5,0.53,1.62,2.38,62.42,8.75,51.1,34.33,93.95,10.58
Delhi,Delhi,site_301,04-Jun-2020 - 20:00,32.4,973.3,77.0,53.5,61.73,None,14.28,178.5,0.3,1.73,2.6,58.6,8.4,62.2,39.93,61.38,9.9
Delhi,Delhi,site_301,04-Jun-2020 - 21:00,32.6,973.3,67.0,49.0,62.1,None,22.95,94.0,0.55,1.57,3.1,57.57,7.92,53.2,34.72,63.88,10.18
Delhi,Delhi,site_301,04-Jun-2020 - 22:00,32.62,973.3,77.0,60.0,62.88,None,12.3,111.5,0.65,1.28,2.17,55.45,8.25,38.2,27.02,71.08,11.45
Delhi,Delhi,site_301,05-Jun-2020 - 00:00,32.12,973.4,71.75,58.25,66.6,None,29.77,52.5,0.55,0.3,4.5,53.88,8.12,40.77,28.33,97.0,20.5
Delhi,Delhi,site_301,05-Jun-2020 - 01:00,32.05,973.4,83.75,69.75,67.97,None,36.8,68.5,0.53,0.33,4.47,52.33,7.53,17.57,15.5,60.22,14.57
Delhi,Delhi,site_301,05-Jun-2020 - 02:00,31.9,973.42,69.5,57.25,69.17,None,6.2,37.0,0.4,0.6,1.43,50.2,7.72,19.27,16.58,51.02,13.38
Delhi,Delhi,site_301,05-Jun-2020 - 03:00,31.15,973.6,75.75,58.75,74.33,None,54.68,66.75,1.0,0.62,7.22,47.53,7.62,24.78,19.38,41.42,13.43
Delhi,Delhi,site_301,05-Jun-2020 - 04:00,31.02,973.7,79.0,61.0,74.93,None,26.83,56.25,0.45,0.55,2.25,45.8,7.1,25.4,19.3,37.25,12.42
Delhi,Delhi,site_301,05-Jun-2020 - 05:00,31.05,973.7,74.25,60.75,75.53,None,11.45,41.25,0.42,0.62,2.1,42.42,7.47,34.17,24.25,19.75,13.55
Delhi,Delhi,site_301,05-Jun-2020 - 06:00,31.02,973.7,76.0,59.5,75.38,None,7.63,46.5,0.38,0.97,2.1,39.88,7.78,35.67,25.3,22.73,13.4
Delhi,Delhi,site_301,05-Jun-2020 - 07:00,31.45,973.55,72.0,58.5,72.4,None,5.15,72.0,0.8,0.75,2.05,38.95,10.55,35.4,27.43,26.77,12.95
Delhi,Delhi,site_301,05-Jun-2020 - 08:00,33.33,973.42,80.25,61.25,64.62,None,5.85,85.0,1.12,0.7,2.0,39.23,9.83,29.38,23.65,47.9,12.98
Delhi,Delhi,site_301,05-Jun-2020 - 09:00,35.2,973.3,91.5,65.25,57.1,None,13.5,75.75,1.15,0.62,2.23,40.03,8.5,30.3,23.05,70.3,12.85
Delhi,Delhi,site_301,05-Jun-2020 - 10:00,35.95,973.3,98.0,62.0,52.12,None,12.4,125.75,0.98,0.33,2.12,39.27,6.57,22.48,17.3,106.75,12.68
Delhi,Delhi,site_301,05-Jun-2020 - 11:00,36.95,973.3,80.0,53.75,50.48,None,5.97,125.0,1.12,0.1,1.6,36.35,5.67,22.9,16.82,127.0,11.8
Delhi,Delhi,site_301,05-Jun-2020 - 12:00,38.1,973.3,87.0,64.25,46.55,None,7.15,145.75,1.08,0.2,1.8,32.17,5.28,22.75,16.38,140.4,11.25
Delhi,Delhi,site_301,05-Jun-2020 - 13:00,39.33,972.85,78.5,59.0,42.65,None,11.32,138.5,0.88,0.1,1.5,28.67,4.08,20.67,14.28,154.95,10.82
Delhi,Delhi,site_301,05-Jun-2020 - 14:00,37.05,971.8,70.0,50.25,46.92,None,11.22,87.5,1.12,0.1,1.35,28.12,4.15,18.82,13.43,178.1,11.38
Delhi,Delhi,site_301,05-Jun-2020 - 15:00,36.67,971.8,65.5,53.25,47.33,None,42.38,70.0,1.1,None,3.77,27.28,4.25,18.52,13.32,183.35,11.65
Delhi,Delhi,site_301,05-Jun-2020 - 16:00,36.02,971.8,61.5,56.25,49.02,None,41.55,124.5,0.8,None,2.95,26.5,4.12,18.58,13.22,169.7,10.82
Delhi,Delhi,site_301,05-Jun-2020 - 17:00,33.92,971.8,59.25,44.0,57.02,None,38.38,232.0,0.5,0.17,2.45,25.67,3.9,19.12,13.38,131.32,9.72
Delhi,Delhi,site_301,05-Jun-2020 - 18:00,34.5,971.8,50.25,40.25,53.6,None,12.12,178.5,0.3,0.1,1.53,25.07,4.18,24.88,16.6,126.7,9.35
Delhi,Delhi,site_301,05-Jun-2020 - 19:00,33.8,971.8,63.25,41.25,55.62,None,32.4,33.25,0.3,0.38,3.58,24.58,4.27,39.42,24.45,108.28,11.5
Delhi,Delhi,site_301,05-Jun-2020 - 20:00,33.48,971.8,89.5,59.0,58.67,None,103.53,51.5,0.7,1.25,7.2,25.73,4.53,34.95,22.3,111.0,18.67
Delhi,Delhi,site_301,05-Jun-2020 - 21:00,33.48,971.8,103.75,77.5,60.83,None,89.6,67.25,1.62,0.9,4.6,25.6,4.17,14.48,11.1,111.78,11.18
Delhi,Delhi,site_301,05-Jun-2020 - 22:00,32.75,972.72,80.0,61.25,66.53,None,11.02,77.0,1.95,0.95,1.2,25.77,3.73,12.93,9.9,88.25,10.38
Delhi,Delhi,site_301,06-Jun-2020 - 00:00,31.85,973.48,55.5,45.75,69.08,None,3.38,75.0,1.83,0.4,0.78,23.45,4.03,9.02,8.1,76.33,12.53
Delhi,Delhi,site_301,06-Jun-2020 - 01:00,31.45,973.42,51.25,30.25,68.8,None,1.6,76.5,1.52,0.5,0.57,22.55,3.95,9.38,8.2,72.25,12.88
Delhi,Delhi,site_301,06-Jun-2020 - 02:00,31.23,973.5,42.0,29.0,69.6,None,2.82,76.0,1.55,None,0.15,21.85,3.78,13.5,10.25,60.42,14.48
Delhi,Delhi,site_301,06-Jun-2020 - 03:00,30.95,973.5,36.5,23.0,70.72,None,7.82,74.25,1.1,0.15,2.58,21.62,4.05,13.65,10.57,56.23,15.8
Delhi,Delhi,site_301,06-Jun-2020 - 04:00,30.7,973.55,30.25,23.0,72.4,None,9.2,62.25,0.73,0.1,3.03,21.0,4.0,13.02,10.12,52.05,14.25
Delhi,Delhi,site_301,06-Jun-2020 - 05:00,30.45,973.7,34.25,24.0,74.22,None,13.57,60.25,0.72,None,2.75,20.95,4.05,15.18,11.4,43.52,13.97
Delhi,Delhi,site_301,06-Jun-2020 - 06:00,31.07,973.6,37.75,28.75,72.95,None,7.07,66.25,0.78,None,1.5,20.98,5.85,21.55,16.25,30.93,14.28
Delhi,Delhi,site_301,06-Jun-2020 - 07:00,32.85,973.42,49.5,36.5,66.58,None,5.6,79.0,0.78,0.3,1.75,22.25,5.85,17.25,13.93,45.17,15.22
Delhi,Delhi,site_301,06-Jun-2020 - 08:00,33.7,973.38,63.0,45.25,63.77,None,8.47,72.5,1.25,0.42,1.98,22.88,6.2,20.85,16.15,60.9,15.22
Delhi,Delhi,site_301,06-Jun-2020 - 09:00,35.2,973.3,72.5,50.0,58.48,None,12.93,80.0,1.4,0.62,2.23,22.57,5.85,21.9,16.4,81.6,14.5
Delhi,Delhi,site_301,06-Jun-2020 - 10:00,36.4,973.3,74.0,53.0,54.25,None,12.7,89.0,1.5,0.7,1.95,22.8,5.4,24.2,17.3,101.4,14.6
Delhi,Delhi,site_301,06-Jun-2020 - 11:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Delhi,Delhi,site_301,06-Jun-2020 - 12:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Delhi,Delhi,site_301,06-Jun-2020 - 13:00,38.12,973.3,59.5,49.0,46.75,None,None,113.5,1.17,None,None,23.8,4.2,16.3,12.1,None,None
Delhi,Delhi,site_301,06-Jun-2020 - 14:00,39.5,973.2,62.75,45.25,43.25,None,16.5,84.5,1.0,1.25,2.65,24.65,3.95,16.65,12.1,145.85,12.75
Delhi,Delhi,site_301,06-Jun-2020 - 15:00,38.92,971.75,54.25,47.25,44.3,None,21.65,109.25,0.9,1.38,3.67,27.65,3.92,11.68,9.43,178.77,13.82
Delhi,Delhi,site_301,06-Jun-2020 - 16:00,37.82,971.8,56.75,49.25,46.52,None,13.33,109.75,1.12,1.48,1.57,25.48,4.22,15.45,11.7,171.38,12.65
Delhi,Delhi,site_301,06-Jun-2020 - 17:00,37.27,971.8,53.0,44.0,47.5,None,4.5,91.25,1.02,1.45,0.23,26.88,4.17,14.47,11.1,170.57,13.85
Delhi,Delhi,site_301,06-Jun-2020 - 18:00,36.67,971.8,62.0,54.0,48.15,None,3.15,121.75,0.43,1.68,0.0,24.67,3.95,14.53,10.93,166.73,13.2
Delhi,Delhi,site_301,06-Jun-2020 - 19:00,35.9,971.8,67.25,52.0,51.83,None,4.9,126.25,0.35,1.73,0.2,23.07,3.97,22.5,15.22,122.3,12.55
Delhi,Delhi,site_301,06-Jun-2020 - 20:00,35.1,971.8,84.0,48.0,57.08,None,6.45,57.25,0.43,1.73,1.3,25.3,4.15,32.77,20.82,71.42,13.8
Delhi,Delhi,site_301,06-Jun-2020 - 21:00,34.75,971.8,89.0,57.25,58.23,None,40.65,41.5,0.3,1.85,4.3,24.9,4.3,36.33,22.83,59.7,25.6
Delhi,Delhi,site_301,06-Jun-2020 - 22:00,34.4,971.8,97.0,68.5,60.72,None,117.5,53.5,0.45,1.73,11.3,24.65,4.38,33.77,21.52,49.8,17.05
Delhi,Delhi,site_301,07-Jun-2020 - 00:00,34.02,971.8,82.5,57.25,61.08,None,43.55,49.25,0.38,1.05,8.2,24.55,3.95,19.93,13.82,75.32,12.68
Delhi,Delhi,site_301,07-Jun-2020 - 01:00,33.7,971.8,83.25,62.0,62.0,None,35.6,58.75,0.38,1.3,3.42,25.88,4.25,16.6,12.27,71.15,12.72
Delhi,Delhi,site_301,07-Jun-2020 - 02:00,33.58,971.8,88.5,66.0,61.88,None,36.6,54.75,0.45,1.25,5.95,26.7,4.15,23.05,15.6,74.83,11.55
Delhi,Delhi,site_301,07-Jun-2020 - 03:00,33.35,971.85,85.0,69.0,62.98,None,33.08,64.0,0.78,1.43,5.9,26.32,4.17,24.65,16.52,69.2,12.9
Delhi,Delhi,site_301,07-Jun-2020 - 04:00,32.92,972.25,89.5,69.75,64.9,None,40.25,62.0,0.35,1.3,7.02,24.65,3.98,18.0,12.85,68.72,12.12
Delhi,Delhi,site_301,07-Jun-2020 - 05:00,33.15,973.3,91.5,71.25,64.25,None,24.75,161.25,0.4,1.27,3.95,23.4,4.1,20.43,14.2,61.53,12.03
Delhi,Delhi,site_301,07-Jun-2020 - 06:00,32.2,973.32,77.25,60.75,64.7,None,15.62,178.0,1.6,0.62,2.9,20.43,4.12,15.8,11.78,96.53,9.93
Delhi,Delhi,site_301,07-Jun-2020 - 07:00,31.77,973.32,51.5,32.0,64.58,None,5.03,153.0,0.53,0.82,1.0,18.77,4.88,21.43,15.38,94.1,8.93
Delhi,Delhi,site_301,07-Jun-2020 - 08:00,33.88,973.15,34.75,20.75,55.88,None,25.52,128.25,0.38,0.7,4.55,18.75,4.93,22.8,16.1,100.75,9.5
